1 2 3
53 65 73
53 65 75
53 65 87
53 65 93
53 65 94
53 65 97
53 65 98
53 65 99
53 65 101
53 65 102
53 73 75
53 73 87
53 73 94
53 73 97
53 73 99
53 73 101
53 73 102
53 75 87
53 75 93
53 75 94
53 75 97
53 75 98
53 75 99
53 75 101
53 75 102
53 87 93
53 87 94
53 87 97
53 87 98
53 87 99
53 87 101
53 87 102
53 93 94
53 93 97
53 93 99
53 93 101
53 93 102
53 94 97
53 94 98
53 94 99
53 94 101
53 94 102
53 97 98
53 97 99
53 97 101
53 97 102
53 98 99
53 98 101
53 98 102
53 99 101
53 99 102
53 101 102
58 65 73
58 65 75
58 65 87
58 65 93
58 65 94
58 65 97
58 65 98
58 65 99
58 65 101
58 65 102
58 73 75
58 73 87
58 73 93
58 73 94
58 73 97
58 73 98
58 73 99
58 73 101
58 73 102
58 75 87
58 75 93
58 75 94
58 75 97
58 75 98
58 75 99
58 75 101
58 75 102
58 87 93
58 87 94
58 87 97
58 87 98
58 87 99
58 87 101
58 87 102
58 93 94
58 93 97
58 93 98
58 93 99
58 93 101
58 93 102
58 94 97
58 94 98
58 94 99
58 94 101
58 94 102
58 97 98
58 97 99
58 97 101
58 97 102
58 98 99
58 98 101
58 98 102
58 99 101
58 99 102
58 101 102
65 73 87
65 73 93
65 73 97
65 73 98
65 75 87
65 75 93
65 75 94
65 75 97
65 75 98
65 75 99
65 75 101
65 75 102
65 87 93
65 87 94
65 87 97
65 87 98
65 87 99
65 87 101
65 87 102
65 93 94
65 93 97
65 93 98
65 93 99
65 93 101
65 93 102
65 94 97
65 94 98
65 97 98
65 97 99
65 97 101
65 97 102
65 98 99
65 98 101
65 98 102
73 75 87
73 75 93
73 75 94
73 75 97
73 75 98
73 75 99
73 75 101
73 75 102
73 87 93
73 87 94
73 87 97
73 87 98
73 87 99
73 87 101
73 87 102
73 93 94
73 93 97
73 93 99
73 93 101
73 93 102
73 94 97
73 94 98
73 97 98
73 97 99
73 97 101
73 97 102
73 98 99
73 98 101
73 98 102
75 87 93
75 87 94
75 87 97
75 87 98
75 87 99
75 87 101
75 87 102
75 93 94
75 93 97
75 93 98
75 93 99
75 93 101
75 93 102
75 94 97
75 94 98
75 94 99
75 94 101
75 94 102
75 97 98
75 97 99
75 97 101
75 97 102
75 98 99
75 98 101
75 98 102
75 99 101
75 99 102
75 101 102
87 93 94
87 93 97
87 93 98
87 93 99
87 93 101
87 93 102
87 94 97
87 94 98
87 94 99
87 94 101
87 94 102
87 97 98
87 97 99
87 97 101
87 97 102
87 98 99
87 98 101
87 98 102
87 99 101
87 99 102
87 101 102
93 94 98
93 94 99
93 94 101
93 94 102
93 97 98
93 97 99
93 97 101
93 97 102
93 98 99
93 98 101
93 98 102
93 99 101
93 99 102
93 101 102
94 97 98
94 97 99
94 97 101
94 97 102
94 98 99
94 98 101
94 98 102
97 98 99
97 98 101
97 98 102
97 99 101
97 99 102
97 101 102
98 99 101
98 99 102
98 101 102
12 13 19
12 13 20
12 13 24
12 13 31
12 13 32
12 13 33
12 13 54
12 13 65
12 13 76
12 13 88
12 13 91
12 13 99
12 14 19
12 14 20
12 14 24
12 14 31
12 14 32
12 14 33
12 14 54
12 14 65
12 14 76
12 14 88
12 14 91
12 14 99
12 15 19
12 15 20
12 15 24
12 15 31
12 15 32
12 15 33
12 15 54
12 15 65
12 15 76
12 15 88
12 15 91
12 15 99
12 19 20
12 19 24
12 19 31
12 19 32
12 19 33
12 19 54
12 19 65
12 19 76
12 19 88
12 19 91
12 19 99
12 20 24
12 20 31
12 20 32
12 20 33
12 20 54
12 20 65
12 20 76
12 20 88
12 20 91
12 20 99
12 24 31
12 24 32
12 24 33
12 24 54
12 24 65
12 24 76
12 24 88
12 24 91
12 24 99
12 31 32
12 31 33
12 31 54
12 31 65
12 31 76
12 31 88
12 31 91
12 31 99
12 32 33
12 32 54
12 32 65
12 32 76
12 32 88
12 32 91
12 32 99
12 33 54
12 33 65
12 33 76
12 33 88
12 33 91
12 33 99
12 54 65
12 54 76
12 54 88
12 54 91
12 54 99
12 65 76
12 65 88
12 65 91
12 65 99
12 76 88
12 76 91
12 76 99
12 88 91
12 88 99
12 91 99
13 14 19
13 14 20
13 14 24
13 14 31
13 14 32
13 14 33
13 14 54
13 14 65
13 14 76
13 14 88
13 14 91
13 14 99
13 15 19
13 15 20
13 15 24
13 15 31
13 15 32
13 15 33
13 15 54
13 15 65
13 15 76
13 15 88
13 15 91
13 15 99
13 19 20
13 19 24
13 19 31
13 19 32
13 19 33
13 19 54
13 19 65
13 19 76
13 19 88
13 19 91
13 19 99
13 20 24
13 20 31
13 20 32
13 20 33
13 20 54
13 20 65
13 20 76
13 20 88
13 20 91
13 20 99
13 24 31
13 24 32
13 24 33
13 24 54
13 24 65
13 24 76
13 24 88
13 24 91
13 24 99
13 31 32
13 31 33
13 31 54
13 31 65
13 31 76
13 31 88
13 31 91
13 31 99
13 32 33
13 32 54
13 32 65
13 32 76
13 32 88
13 32 91
13 32 99
13 33 54
13 33 65
13 33 76
13 33 88
13 33 91
13 33 99
13 54 65
13 54 76
13 54 88
13 54 91
13 54 99
13 65 76
13 76 88
13 76 91
13 76 99
14 15 54
14 15 65
14 15 76
14 15 88
14 15 91
14 15 99
14 19 54
14 19 65
14 19 76
14 19 88
14 19 91
14 19 99
14 20 54
14 20 65
14 20 76
14 20 88
14 20 91
14 20 99
14 24 54
14 24 65
14 24 76
14 24 88
14 24 91
14 24 99
14 31 54
14 31 65
14 31 76
14 31 88
14 31 91
14 31 99
14 32 54
14 32 65
14 32 76
14 32 88
14 32 91
14 32 99
14 33 54
14 33 65
14 33 76
14 33 88
14 33 91
14 33 99
14 54 65
14 54 76
14 54 88
14 54 91
14 54 99
14 65 76
14 65 88
14 65 91
14 65 99
14 76 88
14 76 91
14 76 99
14 88 91
14 88 99
14 91 99
15 19 54
15 19 65
15 19 76
15 19 88
15 19 91
15 19 99
15 20 54
15 20 65
15 20 76
15 20 88
15 20 91
15 20 99
15 24 54
15 24 65
15 24 76
15 24 88
15 24 91
15 24 99
15 31 54
15 31 65
15 31 76
15 31 88
15 31 91
15 31 99
15 32 54
15 32 65
15 32 76
15 32 88
15 32 91
15 32 99
15 33 54
15 33 65
15 33 76
15 33 88
15 33 91
15 33 99
15 54 65
15 54 76
15 54 88
15 54 91
15 54 99
15 65 76
15 65 88
15 65 91
15 65 99
15 76 88
15 76 91
15 76 99
15 88 91
15 88 99
15 91 99
19 20 54
19 20 65
19 20 76
19 20 88
19 20 91
19 20 99
19 24 54
19 24 65
19 24 76
19 24 88
19 24 91
19 24 99
19 31 54
19 31 65
19 31 76
19 31 88
19 31 91
19 31 99
19 32 54
19 32 65
19 32 76
19 32 88
19 32 91
19 32 99
19 33 54
19 33 65
19 33 76
19 33 88
19 33 91
19 33 99
19 54 65
19 54 76
19 54 88
19 54 91
19 54 99
19 65 76
19 65 88
19 65 91
19 65 99
19 76 88
19 76 91
19 76 99
19 88 91
19 88 99
19 91 99
20 24 54
20 24 65
20 24 76
20 24 88
20 24 91
20 24 99
20 31 54
20 31 65
20 31 76
20 31 88
20 31 91
20 31 99
20 32 54
20 32 65
20 32 76
20 32 88
20 32 91
20 32 99
20 33 54
20 33 65
20 33 88
20 33 91
20 33 99
20 54 65
20 54 76
20 54 88
20 54 91
20 54 99
20 65 76
20 65 88
20 65 91
20 65 99
20 76 88
20 76 91
20 76 99
20 88 91
20 88 99
20 91 99
24 31 54
24 31 65
24 31 76
24 31 88
24 31 91
24 31 99
24 32 54
24 32 65
24 32 76
24 32 88
24 32 91
24 32 99
24 33 54
24 33 65
24 33 76
24 33 88
24 33 91
24 33 99
24 54 65
24 54 76
24 54 88
24 54 91
24 54 99
24 65 76
24 65 88
24 65 91
24 65 99
24 76 88
24 76 91
24 76 99
24 88 91
24 88 99
24 91 99
31 32 54
31 32 65
31 32 76
31 32 88
31 32 91
31 32 99
31 33 54
31 33 65
31 33 76
31 33 88
31 33 91
31 33 99
31 54 65
31 54 76
31 54 88
31 54 91
31 54 99
31 65 76
31 65 88
31 65 91
31 65 99
31 76 88
31 76 91
31 76 99
31 88 91
31 88 99
31 91 99
32 33 54
32 33 65
32 33 76
32 33 88
32 33 91
32 33 99
32 54 65
32 54 76
32 54 88
32 54 91
32 54 99
32 65 76
32 65 88
32 65 91
32 65 99
32 76 91
32 76 99
32 88 91
32 88 99
32 91 99
33 54 65
33 54 76
33 54 88
33 54 91
33 54 99
33 65 76
33 65 88
33 65 91
33 65 99
33 76 88
33 76 91
33 76 99
33 88 91
33 88 99
33 91 99
54 65 76
54 65 88
54 65 91
54 65 99
54 76 88
54 76 91
54 76 99
54 88 91
54 88 99
54 91 99
65 76 88
65 76 91
65 76 99
76 88 91
76 88 99
76 91 99
4 5 25
4 5 26
4 5 29
4 5 39
4 5 41
4 5 42
4 5 43
4 5 45
4 5 52
4 5 60
4 5 62
4 5 66
4 5 70
4 5 71
4 5 83
4 5 87
4 5 89
4 5 94
4 5 95
4 17 25
4 17 26
4 17 29
4 17 39
4 17 41
4 17 42
4 17 43
4 17 45
4 17 52
4 17 60
4 17 62
4 17 66
4 17 70
4 17 71
4 17 83
4 17 87
4 17 89
4 17 94
4 17 95
4 25 26
4 25 29
4 25 39
4 25 41
4 25 42
4 25 43
4 25 45
4 25 52
4 25 60
4 25 62
4 25 66
4 25 70
4 25 71
4 25 83
4 25 87
4 25 89
4 25 94
4 25 95
4 26 29
4 26 39
4 26 41
4 26 42
4 26 43
4 26 45
4 26 52
4 26 60
4 26 62
4 26 66
4 26 70
4 26 71
4 26 83
4 26 87
4 26 89
4 26 94
4 26 95
4 29 39
4 29 41
4 29 42
4 29 43
4 29 45
4 29 52
4 29 60
4 29 62
4 29 66
4 29 71
4 29 87
4 29 89
4 29 94
4 29 95
4 39 41
4 39 42
4 39 43
4 39 45
4 39 52
4 39 60
4 39 62
4 39 66
4 39 70
4 39 71
4 39 83
4 39 87
4 39 89
4 39 94
4 39 95
4 41 42
4 41 43
4 41 45
4 41 52
4 41 60
4 41 62
4 41 66
4 41 70
4 41 71
4 41 83
4 41 87
4 41 89
4 41 94
4 41 95
4 42 43
4 42 45
4 42 52
4 42 60
4 42 62
4 42 66
4 42 70
4 42 71
4 42 83
4 42 87
4 42 89
4 42 94
4 42 95
4 43 45
4 43 52
4 43 60
4 43 62
4 43 66
4 43 70
4 43 71
4 43 83
4 43 87
4 43 89
4 43 94
4 43 95
4 45 52
4 45 60
4 45 62
4 45 66
4 45 70
4 45 71
4 45 83
4 45 87
4 45 89
4 45 94
4 45 95
4 52 60
4 52 62
4 52 66
4 52 70
4 52 71
4 52 83
4 52 87
4 52 89
4 52 94
4 52 95
4 60 62
4 60 66
4 60 70
4 60 71
4 60 83
4 60 87
4 60 89
4 60 94
4 60 95
4 62 66
4 62 70
4 62 71
4 62 83
4 62 87
4 62 89
4 62 94
4 62 95
4 66 70
4 66 71
4 66 83
4 66 87
4 66 89
4 66 94
4 66 95
4 70 71
4 70 87
4 70 89
4 70 94
4 70 95
4 71 83
4 71 87
4 71 89
4 71 94
4 71 95
4 83 87
4 83 89
4 83 94
4 83 95
4 87 89
4 87 94
4 87 95
4 89 94
4 89 95
4 94 95
5 17 25
5 17 26
5 17 29
5 17 39
5 17 41
5 17 42
5 17 43
5 17 45
5 17 52
5 17 60
5 17 62
5 17 66
5 17 70
5 17 71
5 17 83
5 17 87
5 17 89
5 17 94
5 17 95
5 25 43
5 25 45
5 25 52
5 25 60
5 25 62
5 25 66
5 25 70
5 25 71
5 25 83
5 25 87
5 25 89
5 25 94
5 25 95
5 26 43
5 26 45
5 26 52
5 26 60
5 26 62
5 26 66
5 26 70
5 26 71
5 26 83
5 26 87
5 26 89
5 26 94
5 26 95
5 29 43
5 29 45
5 29 52
5 29 60
5 29 62
5 29 66
5 29 70
5 29 71
5 29 83
5 29 87
5 29 89
5 29 94
5 29 95
5 39 43
5 39 45
5 39 52
5 39 60
5 39 62
5 39 66
5 39 70
5 39 71
5 39 83
5 39 87
5 39 89
5 39 94
5 39 95
5 41 43
5 41 45
5 41 52
5 41 60
5 41 62
5 41 66
5 41 70
5 41 71
5 41 83
5 41 87
5 41 89
5 41 94
5 41 95
5 42 43
5 42 45
5 42 52
5 42 60
5 42 62
5 42 66
5 42 70
5 42 71
5 42 83
5 42 87
5 42 89
5 42 94
5 42 95
5 43 45
5 43 52
5 43 60
5 43 62
5 43 66
5 43 70
5 43 71
5 43 83
5 43 87
5 43 89
5 43 94
5 43 95
5 45 52
5 45 60
5 45 62
5 45 66
5 45 70
5 45 71
5 45 83
5 45 87
5 45 89
5 45 94
5 45 95
5 52 60
5 52 62
5 52 66
5 52 70
5 52 71
5 52 83
5 52 87
5 52 89
5 52 94
5 52 95
5 60 62
5 60 66
5 60 70
5 60 71
5 60 83
5 60 87
5 60 89
5 60 94
5 60 95
5 62 66
5 62 70
5 62 71
5 62 83
5 62 87
5 62 89
5 62 94
5 62 95
5 66 70
5 66 71
5 66 83
5 66 87
5 66 89
5 66 94
5 66 95
5 70 71
5 70 83
5 70 87
5 70 89
5 70 94
5 70 95
5 71 83
5 71 87
5 71 89
5 71 94
5 71 95
5 83 87
5 83 89
5 83 94
5 83 95
5 87 89
5 87 95
5 89 94
5 89 95
5 94 95
17 25 26
17 25 29
17 25 39
17 25 41
17 25 42
17 25 43
17 25 45
17 25 52
17 25 60
17 25 62
17 25 66
17 25 70
17 25 71
17 25 83
17 25 87
17 25 89
17 25 94
17 25 95
17 26 29
17 26 39
17 26 41
17 26 42
17 26 43
17 26 45
17 26 52
17 26 60
17 26 62
17 26 66
17 26 70
17 26 71
17 26 83
17 26 87
17 26 89
17 26 94
17 26 95
17 29 39
17 29 41
17 29 42
17 29 43
17 29 45
17 29 52
17 29 60
17 29 62
17 29 66
17 29 70
17 29 71
17 29 83
17 29 87
17 29 89
17 29 94
17 29 95
17 39 41
17 39 42
17 39 43
17 39 45
17 39 52
17 39 60
17 39 62
17 39 66
17 39 70
17 39 71
17 39 83
17 39 87
17 39 89
17 39 94
17 39 95
17 41 42
17 41 43
17 41 45
17 41 52
17 41 60
17 41 62
17 41 66
17 41 70
17 41 71
17 41 83
17 41 87
17 41 89
17 41 94
17 41 95
17 42 43
17 42 45
17 42 52
17 42 60
17 42 62
17 42 66
17 42 70
17 42 71
17 42 83
17 42 87
17 42 89
17 42 94
17 42 95
17 43 45
17 43 52
17 43 60
17 43 62
17 43 66
17 43 70
17 43 71
17 43 83
17 43 87
17 43 89
17 43 94
17 43 95
17 45 52
17 45 60
17 45 62
17 45 66
17 45 70
17 45 71
17 45 83
17 45 87
17 45 89
17 45 94
17 45 95
17 52 60
17 52 62
17 52 66
17 52 70
17 52 71
17 52 83
17 52 87
17 52 89
17 52 94
17 52 95
17 60 62
17 60 66
17 60 70
17 60 71
17 60 83
17 60 87
17 60 89
17 60 94
17 60 95
17 62 70
17 62 71
17 62 87
17 62 89
17 62 95
17 66 70
17 66 71
17 66 87
17 66 89
17 66 95
17 70 71
17 70 83
17 70 87
17 70 89
17 70 94
17 70 95
17 71 83
17 71 87
17 71 89
17 71 94
17 71 95
17 83 87
17 83 89
17 83 95
17 87 89
17 87 94
17 87 95
17 89 94
17 89 95
17 94 95
25 26 43
25 26 45
25 26 52
25 26 60
25 26 62
25 26 66
25 26 70
25 26 71
25 26 83
25 26 87
25 26 89
25 26 94
25 26 95
25 29 43
25 29 45
25 29 52
25 29 60
25 29 62
25 29 66
25 29 70
25 29 71
25 29 83
25 29 87
25 29 89
25 29 94
25 29 95
25 39 43
25 39 45
25 39 52
25 39 60
25 39 62
25 39 66
25 39 70
25 39 71
25 39 83
25 39 87
25 39 89
25 39 94
25 39 95
25 41 43
25 41 45
25 41 52
25 41 60
25 41 62
25 41 66
25 41 70
25 41 71
25 41 83
25 41 87
25 41 89
25 41 94
25 41 95
25 42 43
25 42 45
25 42 52
25 42 60
25 42 62
25 42 66
25 42 70
25 42 71
25 42 83
25 42 87
25 42 89
25 42 94
25 42 95
25 43 45
25 43 52
25 43 60
25 43 62
25 43 66
25 43 70
25 43 71
25 43 83
25 43 87
25 43 89
25 43 94
25 43 95
25 45 52
25 45 60
25 45 62
25 45 66
25 45 70
25 45 71
25 45 83
25 45 87
25 45 89
25 45 94
25 45 95
25 52 60
25 52 62
25 52 66
25 52 70
25 52 71
25 52 83
25 52 87
25 52 89
25 52 94
25 52 95
25 60 62
25 60 66
25 60 70
25 60 71
25 60 83
25 60 87
25 60 89
25 60 94
25 60 95
25 62 66
25 62 70
25 62 71
25 62 83
25 62 87
25 62 89
25 62 94
25 62 95
25 66 70
25 66 71
25 66 83
25 66 87
25 66 89
25 66 94
25 66 95
25 70 71
25 70 83
25 70 87
25 70 89
25 70 94
25 70 95
25 71 83
25 71 94
25 71 95
25 83 87
25 83 89
25 83 94
25 83 95
25 87 94
25 87 95
25 89 94
25 89 95
25 94 95
26 29 43
26 29 45
26 29 52
26 29 60
26 29 62
26 29 66
26 29 70
26 29 71
26 29 83
26 29 87
26 29 89
26 29 94
26 29 95
26 39 43
26 39 45
26 39 52
26 39 60
26 39 62
26 39 66
26 39 70
26 39 71
26 39 83
26 39 87
26 39 89
26 39 94
26 39 95
26 41 43
26 41 45
26 41 52
26 41 60
26 41 62
26 41 66
26 41 70
26 41 71
26 41 83
26 41 87
26 41 89
26 41 94
26 41 95
26 42 43
26 42 45
26 42 52
26 42 60
26 42 62
26 42 66
26 42 70
26 42 71
26 42 83
26 42 87
26 42 89
26 42 94
26 42 95
26 43 45
26 43 52
26 43 60
26 43 62
26 43 66
26 43 70
26 43 71
26 43 83
26 43 87
26 43 89
26 43 94
26 43 95
26 45 52
26 45 60
26 45 62
26 45 66
26 45 70
26 45 71
26 45 83
26 45 87
26 45 89
26 45 94
26 45 95
26 52 62
26 52 66
26 52 70
26 52 71
26 52 83
26 52 87
26 52 89
26 60 62
26 60 66
26 60 70
26 60 71
26 60 83
26 60 87
26 60 89
26 62 66
26 62 70
26 62 71
26 62 83
26 62 87
26 62 89
26 62 94
26 62 95
26 66 70
26 66 71
26 66 83
26 66 87
26 66 89
26 66 94
26 66 95
26 70 71
26 70 83
26 70 87
26 70 89
26 70 94
26 70 95
26 71 83
26 71 87
26 71 89
26 71 94
26 71 95
26 83 87
26 83 89
26 83 94
26 83 95
26 87 89
26 87 94
26 87 95
26 89 94
26 89 95
29 39 43
29 39 45
29 39 52
29 39 60
29 39 62
29 39 66
29 39 70
29 39 71
29 39 83
29 39 87
29 39 89
29 39 94
29 39 95
29 41 43
29 41 45
29 41 52
29 41 60
29 41 62
29 41 66
29 41 70
29 41 71
29 41 83
29 41 87
29 41 89
29 41 94
29 41 95
29 42 43
29 42 45
29 42 52
29 42 60
29 42 62
29 42 66
29 42 70
29 42 71
29 42 83
29 42 87
29 42 89
29 42 94
29 42 95
29 43 45
29 43 52
29 43 60
29 43 62
29 43 66
29 43 70
29 43 71
29 43 83
29 43 87
29 43 89
29 43 94
29 43 95
29 45 52
29 45 60
29 45 62
29 45 66
29 45 70
29 45 71
29 45 83
29 45 87
29 45 89
29 45 94
29 45 95
29 52 60
29 52 62
29 52 66
29 52 70
29 52 71
29 52 83
29 52 87
29 52 89
29 52 94
29 52 95
29 60 62
29 60 66
29 60 70
29 60 71
29 60 83
29 60 87
29 60 89
29 60 94
29 60 95
29 62 66
29 62 70
29 62 71
29 62 83
29 62 87
29 62 89
29 62 94
29 62 95
29 66 70
29 66 71
29 66 83
29 66 87
29 66 89
29 66 94
29 66 95
29 70 71
29 70 87
29 70 89
29 70 94
29 70 95
29 71 83
29 71 87
29 71 89
29 71 94
29 71 95
29 83 87
29 83 89
29 83 94
29 83 95
29 87 89
29 87 94
29 87 95
29 89 94
29 89 95
29 94 95
39 41 43
39 41 45
39 41 52
39 41 60
39 41 62
39 41 83
39 41 87
39 41 89
39 41 94
39 41 95
39 42 43
39 42 45
39 42 52
39 42 60
39 42 62
39 42 66
39 42 70
39 42 71
39 42 83
39 42 87
39 42 89
39 42 94
39 42 95
39 43 45
39 43 52
39 43 60
39 43 62
39 43 66
39 43 70
39 43 71
39 43 83
39 43 87
39 43 89
39 43 94
39 43 95
39 45 52
39 45 60
39 45 62
39 45 66
39 45 70
39 45 71
39 45 83
39 45 87
39 45 89
39 45 94
39 45 95
39 52 60
39 52 62
39 52 66
39 52 70
39 52 71
39 52 83
39 52 87
39 52 89
39 52 94
39 52 95
39 60 62
39 60 66
39 60 70
39 60 71
39 60 83
39 60 87
39 60 89
39 60 94
39 60 95
39 62 66
39 62 70
39 62 71
39 62 83
39 62 87
39 62 89
39 62 94
39 62 95
39 66 83
39 66 87
39 66 89
39 66 94
39 66 95
39 70 83
39 70 87
39 70 89
39 70 94
39 70 95
39 71 83
39 71 87
39 71 89
39 71 94
39 71 95
39 83 87
39 83 89
39 83 94
39 83 95
39 87 89
39 87 94
39 87 95
39 89 94
39 89 95
39 94 95
41 42 43
41 42 45
41 42 52
41 42 60
41 42 62
41 42 66
41 42 70
41 42 71
41 42 83
41 42 87
41 42 89
41 42 94
41 42 95
41 43 45
41 43 52
41 43 60
41 43 62
41 43 66
41 43 70
41 43 71
41 43 83
41 43 87
41 43 89
41 43 94
41 43 95
41 45 52
41 45 60
41 45 62
41 45 66
41 45 70
41 45 71
41 45 83
41 45 87
41 45 89
41 45 94
41 45 95
41 52 60
41 52 62
41 52 66
41 52 70
41 52 71
41 52 83
41 52 87
41 52 89
41 52 94
41 52 95
41 60 62
41 60 66
41 60 70
41 60 71
41 60 83
41 60 87
41 60 89
41 60 94
41 60 95
41 62 66
41 62 70
41 62 71
41 62 83
41 62 87
41 62 89
41 62 94
41 62 95
41 66 83
41 66 87
41 66 89
41 66 94
41 66 95
41 70 83
41 70 87
41 70 89
41 70 94
41 70 95
41 71 83
41 71 87
41 71 89
41 71 94
41 71 95
41 83 87
41 83 89
41 83 94
41 83 95
41 87 89
41 87 94
41 87 95
41 89 94
41 89 95
41 94 95
42 43 45
42 43 52
42 43 60
42 43 62
42 43 66
42 43 70
42 43 71
42 43 83
42 43 87
42 43 89
42 43 94
42 43 95
42 45 52
42 45 60
42 45 62
42 45 66
42 45 70
42 45 71
42 45 83
42 45 87
42 45 89
42 45 94
42 45 95
42 52 60
42 52 62
42 52 66
42 52 70
42 52 71
42 52 83
42 52 87
42 52 89
42 52 94
42 52 95
42 60 62
42 60 66
42 60 70
42 60 71
42 60 83
42 60 87
42 60 89
42 60 94
42 60 95
42 62 70
42 62 71
42 62 87
42 62 89
42 62 94
42 62 95
42 66 70
42 66 71
42 66 87
42 66 89
42 66 94
42 66 95
42 70 71
42 70 83
42 70 87
42 70 89
42 70 94
42 70 95
42 71 83
42 71 87
42 71 89
42 71 94
42 71 95
42 83 87
42 83 89
42 83 94
42 83 95
42 87 89
42 87 94
42 87 95
42 89 94
42 89 95
42 94 95
43 45 66
43 45 70
43 45 83
43 45 87
43 45 89
43 45 94
43 45 95
43 52 66
43 52 70
43 52 83
43 52 87
43 52 89
43 52 94
43 52 95
43 60 66
43 60 70
43 60 71
43 60 83
43 60 87
43 60 89
43 60 94
43 60 95
43 62 66
43 62 70
43 62 71
43 62 83
43 62 87
43 62 89
43 62 94
43 62 95
43 66 70
43 66 71
43 66 83
43 66 87
43 66 89
43 66 94
43 66 95
43 70 71
43 70 83
43 70 87
43 70 89
43 70 94
43 70 95
43 71 83
43 71 87
43 71 89
43 71 94
43 71 95
43 83 87
43 83 89
43 83 94
43 83 95
43 87 89
43 87 94
43 87 95
43 89 94
43 89 95
43 94 95
45 52 66
45 52 70
45 52 83
45 52 87
45 52 89
45 52 94
45 52 95
45 60 66
45 60 70
45 60 71
45 60 83
45 60 87
45 60 89
45 60 94
45 60 95
45 62 66
45 62 70
45 62 71
45 62 83
45 62 87
45 62 89
45 62 94
45 62 95
45 66 70
45 66 71
45 66 83
45 66 87
45 66 89
45 66 94
45 66 95
45 70 71
45 70 83
45 70 87
45 70 89
45 70 94
45 70 95
45 71 83
45 71 87
45 71 89
45 71 94
45 71 95
45 83 87
45 83 89
45 83 94
45 83 95
45 87 89
45 87 94
45 87 95
45 89 94
45 89 95
45 94 95
52 60 66
52 60 70
52 60 71
52 60 83
52 60 87
52 60 89
52 62 66
52 62 70
52 62 71
52 62 83
52 62 87
52 62 89
52 62 94
52 62 95
52 66 70
52 66 71
52 66 83
52 66 87
52 66 89
52 66 94
52 66 95
52 70 71
52 70 83
52 70 87
52 70 89
52 70 94
52 70 95
52 71 83
52 71 87
52 71 89
52 71 94
52 71 95
52 83 87
52 83 89
52 83 94
52 83 95
52 87 89
52 87 94
52 87 95
52 89 94
52 89 95
60 62 66
60 62 70
60 62 71
60 62 83
60 62 87
60 62 89
60 62 94
60 62 95
60 66 70
60 66 71
60 66 83
60 66 87
60 66 89
60 66 94
60 66 95
60 70 71
60 70 83
60 70 87
60 70 89
60 70 94
60 70 95
60 71 83
60 71 87
60 71 89
60 71 94
60 71 95
60 83 87
60 83 89
60 83 94
60 83 95
60 87 89
60 87 94
60 87 95
60 89 94
60 89 95
62 66 70
62 66 71
62 66 87
62 66 89
62 66 95
62 70 71
62 70 83
62 70 87
62 70 89
62 70 94
62 70 95
62 71 83
62 71 87
62 71 89
62 71 94
62 71 95
62 83 87
62 83 89
62 83 95
62 87 89
62 87 94
62 87 95
62 89 94
62 89 95
62 94 95
66 70 83
66 70 87
66 70 89
66 70 94
66 70 95
66 71 83
66 71 87
66 71 89
66 71 94
66 71 95
66 83 87
66 83 89
66 83 95
66 87 89
66 87 94
66 87 95
66 89 94
66 89 95
66 94 95
70 71 83
70 71 87
70 71 89
70 71 94
70 71 95
70 83 87
70 83 89
70 83 94
70 83 95
70 87 89
70 87 94
70 87 95
70 89 94
70 89 95
70 94 95
71 83 87
71 83 89
71 83 94
71 83 95
71 87 94
71 87 95
71 89 94
71 89 95
71 94 95
83 87 89
83 87 94
83 87 95
83 89 94
83 89 95
83 94 95
87 89 94
87 89 95
87 94 95
89 94 95
7 24 35
7 24 50
7 24 53
7 24 69
7 24 77
7 24 86
7 24 90
7 24 92
7 24 96
7 24 102
7 35 50
7 35 53
7 35 69
7 35 77
7 35 86
7 35 90
7 35 92
7 35 96
7 35 102
7 50 53
7 50 69
7 50 77
7 50 86
7 50 90
7 50 92
7 50 96
7 50 102
7 53 69
7 53 77
7 53 86
7 53 90
7 53 92
7 53 96
7 53 102
7 69 77
7 69 86
7 69 90
7 69 92
7 69 96
7 69 102
7 77 86
7 77 90
7 77 96
7 77 102
7 86 90
7 86 92
7 86 96
7 86 102
7 90 92
7 90 96
7 90 102
7 92 96
7 92 102
7 96 102
24 35 50
24 35 69
24 35 77
24 35 86
24 35 90
24 35 92
24 35 102
24 50 53
24 50 69
24 50 77
24 50 86
24 50 90
24 50 92
24 50 96
24 50 102
24 53 69
24 53 77
24 53 86
24 53 90
24 53 92
24 53 102
24 69 77
24 69 86
24 69 90
24 69 92
24 69 96
24 69 102
24 77 86
24 77 90
24 77 92
24 77 96
24 77 102
24 86 90
24 86 92
24 86 96
24 86 102
24 90 92
24 90 96
24 90 102
24 92 96
24 92 102
24 96 102
35 50 53
35 50 69
35 50 77
35 50 86
35 50 90
35 50 92
35 50 96
35 50 102
35 53 69
35 53 77
35 53 86
35 53 90
35 53 92
35 53 102
35 69 77
35 69 92
35 69 96
35 69 102
35 77 86
35 77 90
35 77 92
35 77 96
35 77 102
35 86 92
35 86 96
35 86 102
35 90 92
35 90 96
35 90 102
35 92 96
35 92 102
35 96 102
50 53 69
50 53 77
50 53 86
50 53 90
50 53 92
50 53 96
50 53 102
50 69 77
50 69 86
50 69 90
50 69 92
50 69 96
50 69 102
50 77 86
50 77 90
50 77 92
50 77 96
50 77 102
